User_ID,Latitude,Longitude,Date,Time
USER_001,19.057454011884737,72.91507143064099,2026-09-15,16:07:00
USER_001,19.079865848419704,72.83560186404425,2026-09-15,16:10:00
USER_001,19.106617614577495,72.88011150117433,2026-09-15,8:21:00
USER_001,19.02564115790271,72.89219987722669,2026-09-15,11:01:00
USER_001,19.03818249672071,72.83834045098534,2026-09-15,17:57:00
USER_001,19.072475643163223,72.86319450186421,2026-09-15,22:26:00
USER_001,19.081185289472238,72.83394938606521,2026-09-15,21:14:00
USER_001,19.065606998421703,72.8985175961393,2026-09-15,17:54:00
USER_001,19.11832308858068,72.8666762893248,2026-09-15,10:50:00
USER_001,19.088030753858778,72.86504992519696,2026-09-15,9:24:00
USER_001,19.116563203307457,72.90083973481165,2026-09-15,14:25:00
USER_001,19.02976721140064,72.88842330265122,2026-09-15,20:59:00
USER_001,19.03220382348448,72.86951769101113,2026-09-15,20:34:00
USER_001,19.110932040207878,72.84587799816,2026-09-15,13:03:00
USER_001,19.05117110760894,72.87200680211778,2026-09-15,15:03:00
USER_001,19.038485445552553,72.91695846277646,2026-09-15,17:33:00
USER_001,19.05951502360018,72.91266588657939,2026-09-15,21:14:00
USER_001,19.02884925020519,72.83959828624192,2026-09-15,13:20:00
USER_001,19.05886772896895,72.84713490317739,2026-09-15,18:40:00
USER_001,19.049627350570407,72.83652669390631,2026-09-15,12:08:00
USER_001,19.097224476929664,72.83987156815343,2026-09-15,16:50:00
USER_001,19.090685734384763,72.8929007168041,2026-09-15,6:58:00
USER_001,19.027404465173408,72.85584657285443,2026-09-15,14:27:00
USER_001,19.10631034258756,72.88232981268276,2026-09-15,7:32:00
USER_001,19.026355835028603,72.85109823217157,2026-09-15,10:34:00
USER_001,19.079129778770774,72.847472179299,2026-09-15,8:00:00
USER_001,19.05829268747538,72.91717120953892,2026-09-15,8:00:00
USER_001,19.09217295211649,72.8435984919749,2026-09-15,19:38:00
USER_001,19.024043358953843,72.89106628896859,2026-09-15,15:59:00
USER_001,19.03078914269933,72.82314291856868,2026-09-15,12:48:00
USER_001,19.051435598107634,72.87085706911647,2026-09-15,10:22:00
USER_001,19.08044173792778,72.87398410913018,2026-09-15,9:12:00
USER_001,19.02769799098288,72.84897514529138,2026-09-15,7:41:00
USER_001,19.10081203795644,72.88334037565104,2026-09-15,11:27:00
USER_001,19.10036720768991,72.8386570058886,2026-09-15,16:57:00
USER_001,19.03220879547007,72.8556297838077,2026-09-15,6:00:00
USER_001,19.042793516254193,72.86271077886263,2026-09-15,18:40:00
USER_001,19.050478125815804,72.8364655853143,2026-09-15,14:36:00
USER_001,19.089243603289027,72.84694123337985,2026-09-15,20:58:00
USER_001,19.052320293202076,72.87187906217434,2026-09-15,14:51:00
USER_001,19.05636296023793,72.9171782082721,2026-09-15,17:38:00
USER_001,19.06972485058924,72.85008783098168,2026-09-15,22:55:00
USER_001,19.023688694735455,72.880956433398,2026-09-15,7:27:00
USER_001,19.025147875125,72.84786464642366,2026-09-15,6:00:00
USER_001,19.043956189066698,72.83448948720913,2026-09-15,17:25:00
USER_001,19.11856504541106,72.84420552715116,2026-09-15,9:54:00
USER_001,19.09616196153287,72.84376375439925,2026-09-15,11:23:00
USER_001,19.067030063444605,72.91834231408949,2026-09-15,16:47:00
USER_001,19.099834512498454,72.83507175439655,2026-09-15,11:15:00
USER_001,19.024077514155476,72.87908929431883,2026-09-15,9:18:00
USER_001,19.091114953243803,72.90095010461398,2026-09-15,12:51:00
USER_001,19.11405232644896,72.85975720210875,2026-09-15,12:17:00
USER_001,19.103771010590734,72.88756901170393,2026-09-15,15:34:00
USER_001,19.04285500217973,72.83749549270959,2026-09-15,21:56:00
USER_001,19.071663589127102,72.84608291748305,2026-09-15,6:47:00
USER_001,19.11654193512888,72.87582934536071,2026-09-15,14:40:00
USER_001,19.054920957461267,72.89259556788703,2026-09-15,8:19:00
USER_001,19.108708642426514,72.89798755458577,2026-09-15,16:48:00
USER_001,19.036162871409463,72.90985541885271,2026-09-15,8:47:00
USER_001,19.030147154286603,72.88635017691081,2026-09-15,19:17:00
USER_001,19.068561375358623,72.86484241429864,2026-09-15,14:35:00
USER_001,19.091217922134753,72.84372490874968,2026-09-15,21:19:00
USER_001,19.056646878458285,72.89441705230566,2026-09-15,8:16:00
USER_001,19.05080607918524,72.8742540230555,2026-09-15,19:29:00
USER_001,19.117301055475245,72.85930977246669,2026-09-15,13:26:00
USER_001,19.063439436551043,72.85500784076947,2026-09-15,6:27:00
USER_001,19.08689240596631,72.9064167565072,2026-09-15,21:18:00
USER_001,19.077200419920917,72.89685540143064,2026-09-15,22:43:00
USER_001,19.114045858435293,72.91539285770027,2026-09-15,11:34:00
USER_001,19.094771877389743,72.9153071847024,2026-09-15,22:45:00
USER_001,19.116665481904366,72.91636199770893,2026-09-15,6:51:00
USER_001,19.04944488920696,72.8585097728602,2026-09-15,6:02:00
USER_001,19.036949274668608,72.87568012624584,2026-09-15,8:39:00
USER_001,19.027041613084954,72.84089187176154,2026-09-15,20:21:00
USER_001,19.055864678129616,72.84541636490698,2026-09-15,15:01:00
USER_001,19.05225507642386,72.90486697949247,2026-09-15,14:42:00
USER_001,19.090891099691014,72.87528199769079,2026-09-15,15:54:00
USER_001,19.06197808564463,72.84562069435945,2026-09-15,18:59:00
USER_001,19.071134239886096,72.87015162946872,2026-09-15,18:19:00
USER_001,19.084996393077777,72.89019668772578,2026-09-15,21:13:00
USER_001,19.109000534181757,72.85379951568515,2026-09-15,7:01:00
USER_001,19.063847412301808,72.88720261352952,2026-09-15,22:51:00
USER_001,19.023883473442943,72.85032655146733,2026-09-15,16:59:00
USER_001,19.052665124179605,72.90278690037876,2026-09-15,17:43:00
