,User_ID,Latitude,Longitude,Date,Time
0,USER_001,19.057454011884737,72.91507143064099,2026-09-15,16:07:00
1,USER_001,19.079865848419704,72.83560186404425,2026-09-15,16:10:00
2,USER_001,19.10661761457749,72.88011150117433,2026-09-15,8:21:00
3,USER_001,19.02564115790271,72.89219987722669,2026-09-15,11:01:00
4,USER_001,19.03818249672071,72.83834045098534,2026-09-15,17:57:00
5,USER_001,19.072475643163223,72.86319450186421,2026-09-15,22:26:00
6,USER_001,19.08118528947224,72.83394938606521,2026-09-15,21:14:00
7,USER_001,19.065606998421703,72.8985175961393,2026-09-15,17:54:00
8,USER_001,19.11832308858068,72.8666762893248,2026-09-15,10:50:00
9,USER_001,19.088030753858774,72.86504992519696,2026-09-15,9:24:00
10,USER_001,19.116563203307457,72.90083973481165,2026-09-15,14:25:00
11,USER_001,19.02976721140064,72.88842330265122,2026-09-15,20:59:00
12,USER_001,19.03220382348448,72.86951769101113,2026-09-15,20:34:00
13,USER_001,19.11093204020788,72.84587799816,2026-09-15,13:03:00
14,USER_001,19.05117110760894,72.87200680211778,2026-09-15,15:03:00
15,USER_001,19.038485445552556,72.91695846277646,2026-09-15,17:33:00
16,USER_001,19.05951502360018,72.91266588657939,2026-09-15,21:14:00
17,USER_001,19.02884925020519,72.83959828624192,2026-09-15,13:20:00
18,USER_001,19.05886772896895,72.84713490317739,2026-09-15,18:40:00
19,USER_001,19.049627350570407,72.83652669390631,2026-09-15,12:08:00
20,USER_001,19.097224476929664,72.83987156815343,2026-09-15,16:50:00
21,USER_001,19.090685734384763,72.8929007168041,2026-09-15,6:58:00
22,USER_001,19.027404465173408,72.85584657285443,2026-09-15,14:27:00
23,USER_001,19.10631034258756,72.88232981268276,2026-09-15,7:32:00
24,USER_001,19.026355835028603,72.85109823217157,2026-09-15,10:34:00
25,USER_001,19.07912977877077,72.847472179299,2026-09-15,8:00:00
26,USER_001,19.05829268747538,72.91717120953892,2026-09-15,8:00:00
27,USER_001,19.09217295211649,72.8435984919749,2026-09-15,19:38:00
28,USER_001,19.024043358953843,72.89106628896859,2026-09-15,15:59:00
29,USER_001,19.03078914269933,72.82314291856868,2026-09-15,12:48:00
30,USER_001,19.051435598107638,72.87085706911647,2026-09-15,10:22:00
31,USER_001,19.08044173792778,72.87398410913018,2026-09-15,9:12:00
32,USER_001,19.02769799098288,72.84897514529138,2026-09-15,7:41:00
33,USER_001,19.10081203795644,72.88334037565104,2026-09-15,11:27:00
34,USER_001,19.10036720768991,72.8386570058886,2026-09-15,16:57:00
35,USER_001,19.03220879547007,72.8556297838077,2026-09-15,6:00:00
36,USER_001,19.042793516254196,72.86271077886263,2026-09-15,18:40:00
37,USER_001,19.050478125815804,72.8364655853143,2026-09-15,14:36:00
38,USER_001,19.089243603289027,72.84694123337985,2026-09-15,20:58:00
